一级评论;实际爬取到的二级评论内容;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;一级评论账号的粉丝数;信任度指数4;信任度值;归一化信任度值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
所以你们有看到按摩时两个人的情侣手链吗[喵喵]http://t.cn/A6CNw00l;Sa的可能留在上海忘了帶回香港，最近都沒看到，過幾天再瞧瞧[doge];0.44645188302404804
所以你们有看到按摩时两个人的情侣手链吗[喵喵]http://t.cn/A6CNw00l;那个手链超级明显[挤眼][挤眼];0.09135743957302123
所以你们有看到按摩时两个人的情侣手链吗[喵喵]http://t.cn/A6CNw00l;wow课代表;0.5379997257260138
所以你们有看到按摩时两个人的情侣手链吗[喵喵]http://t.cn/A6CNw00l;[哇][哇];0.0
-----;------;------;0.3559695539178289;0.9985101103640839;0.0;0;1.0;2813;0.00022288057253922773;0.5424323976816394;0.9040539961360655
冰冰老师一出现就有饭吃[doge][doge][doge]。都快成冰冰老师忠实粉丝了[doge];回复@冰冰妹子:哦还有这说法啊那就追粉丝的微博[doge][鲜花];0.13764493472476524
冰冰老师一出现就有饭吃[doge][doge][doge]。都快成冰冰老师忠实粉丝了[doge];回复@Annabelle_TFsagill:[抱一抱][抱一抱][抱一抱]么么哒;0.9128086688795853
冰冰老师一出现就有饭吃[doge][doge][doge]。都快成冰冰老师忠实粉丝了[doge];回复@冰冰妹子:哈哈哈哈哈，忠于你剪辑的二位领导的视频[doge];-0.668806895034918
冰冰老师一出现就有饭吃[doge][doge][doge]。都快成冰冰老师忠实粉丝了[doge];追星不追粉咱是同路人[抱一抱];0.7983419538857948
-----;------;------;0.6302231789883689;0.9128086688795853;-0.668806895034918;1.5816155639145033;0.20919221804274835;73;5.783960823094072e-06;0.3357673156046115;0.5596121926743524
聪明的娇仔游戏抓到姐姐的特征轻松拉下水，糖雷防不胜防[打call][打call][打call];回复@冰冰妹子:就是有点懒散[doge];-0.8031613339430386
聪明的娇仔游戏抓到姐姐的特征轻松拉下水，糖雷防不胜防[打call][打call][打call];哈哈哈哈哈哈她非常厉害每次脑子转的特别快如果她想转的时候;0.9419063002487358
-----;------;------;0.8725338170958872;0.9419063002487358;-0.8031613339430386;1.7450676341917744;0.12746618290411282;8;6.338587203390763e-07;0.40000012677174407;0.6666668779529067
@鍾欣潼最好的心安地，只因🈶@蔡卓妍在的任何地@蔡卓妍最好的疯和闹，只因@鍾欣潼事事🈶回应#sa娇[超话]##我的偶像是twins#;永远都喜欢这一对[抱一抱][抱一抱][抱一抱][抱一抱];0.9995309057081632
@鍾欣潼最好的心安地，只因🈶@蔡卓妍在的任何地@蔡卓妍最好的疯和闹，只因@鍾欣潼事事🈶回应#sa娇[超话]##我的偶像是twins#;[心][心][心][心];0.967013069046327
-----;------;------;0.016258918330918082;0.9995309057081632;;0;1.0;277;2.194735819174052e-05;0.4065079568040056;0.6775132613400092
娇和其他姐姐在一起时就会偶尔沉浸在自己的世界里但是和sa在一起娇就是sa的反应弹一样永远及时的给sasa反应撒娇卖萌小脑瓜转贼快[允悲][允悲][允悲];对！每次都给sa回应！;0.5144342650270122
-----;------;------;0.0;0.5144342650270122;;0;1.0;412;3.2643724097462436e-05;0.4000065287448195;0.6666775479080325
cici:栓q差点给我炫翻;哈哈哈哈哈哈哈哈;0.9502698546008197
cici:栓q差点给我炫翻;哈哈哈哈哈哈哈哈哈哈;0.9914539731859733
-----;------;------;0.020592059292576792;0.9914539731859733;;0;1.0;11;8.7155574046623e-07;0.4082369980281788;0.6803949967136312
一直逼着王姐说方言时候不要太离谱🥹;主要是你再想想小狗平常的语速[doge];-0.6598372675238624
一直逼着王姐说方言时候不要太离谱🥹;让她笑那么大声要还的[喵喵];-0.8463530508622297
-----;------;------;0.09325789166918363;;-0.8463530508622297;0;1.0;24;1.9015761610172292e-06;0.4373035369829057;0.7288392283048427
眼里全是藏不住的爱意啊;回复@冰冰妹子:臣附议;0.6083411600984843
眼里全是藏不住的爱意啊;回复@冰冰妹子:附议！;-0.5563262015564165
眼里全是藏不住的爱意啊;多来点这样的综艺我爱看[苦涩];0.9023188853447903
-----;------;------;0.6298605185794188;0.9023188853447903;-0.5563262015564165;1.4586450869012069;0.27067745654939657;54;4.278546362288765e-06;0.36021604576079863;0.6003600762679976
小机灵鬼的几次主动坑人都是丝滑的。;游戏大王钟欣潼[求饶];-0.2603634844285818
-----;------;------;0.0;;-0.2603634844285818;0;1.0;112;8.87402208474707e-06;0.40000177480441695;0.6666696246740281
她在闹她在笑，好甜;自带情侣氛围[憧憬];0.529922509257466
-----;------;------;0.0;0.529922509257466;;0;1.0;299;2.369046967267298e-05;0.40000473809393455;0.6666745634898908
“我都不会撒娇的～”[喵喵];撒娇只针对某人[doge];0.23246387099626897
-----;------;------;0.0;0.23246387099626897;;0;1.0;2813;0.00022288057253922773;0.4000445761145079;0.6667409601908464
我太爱这期了[抱一抱];我也好爱[哇];0.6721959045049746
-----;------;------;0.0;0.6721959045049746;;0;1.0;848;6.718902435594209e-05;0.4000134378048712;0.6666890630081186
玩了一天都无聊，睡衣走秀就这么兴奋;玩游戏都比较兴奋哈哈哈;0.9904677866438762
-----;------;------;0.0;0.9904677866438762;;0;1.0;76;6.0216578432212255e-06;0.40000120433156866;0.6666686738859476
祝百年好合;早生贵子;-0.1175751909842131
-----;------;------;0.0;;-0.1175751909842131;0;1.0;11;8.7155574046623e-07;0.4000001743111481;0.6666669571852467
这个版本可以[嘻嘻][嘻嘻][嘻嘻];回复@冰冰妹子:眼光一向不错[嘻嘻][嘻嘻][嘻嘻];0.9999669841821919
这个版本可以[嘻嘻][嘻嘻][嘻嘻];[喵喵]有眼光;0.3715083140481841
-----;------;------;0.3142293350670039;0.9999669841821919;;0;1.0;110;8.7155574046623e-06;0.5256934771382825;0.8761557952304707
眼神和身体都不会骗人[抱一抱];她俩最爱！不接受反驳;0.7822734599384042
-----;------;------;0.0;0.7822734599384042;;0;1.0;28;2.2185055211867674e-06;0.40000044370110427;0.6666674061685071
默契自然[团圆兔]满眼深情[哇]事事回应[举手];呜呜呜好甜🥹;0.6747510647370298
-----;------;------;0.0;0.6747510647370298;;0;1.0;120;9.507880805086146e-06;0.40000190157616106;0.6666698359602683
我真的爱你，没人能比拟[抱一抱][色];“我真的爱你句句不轻易”;0.6205000032617567
-----;------;------;0.0;0.6205000032617567;;0;1.0;89;7.051678263772225e-06;0.4000014103356528;0.6666690172260878
[哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕]小蕾姐：这个我估计没有人会和你抢的。（为什么？为什么不抢？是不是大家都知道她们是情侣，要戴情侣款？！）;哈哈哈哈哈懂得都懂全员磕现场磕[喵喵];-0.8727121215409712
-----;------;------;0.0;;-0.8727121215409712;0;1.0;262;2.075887309110475e-05;0.40000415177461823;0.6666735862910302
好喜欢这个剪辑，也有可能是我特别喜欢这个背景音乐;回复@冰冰妹子:对！就是唯一！！;-0.7787869512688164
好喜欢这个剪辑，也有可能是我特别喜欢这个背景音乐;“证明你就是我的唯一”;-0.07069693538361066
-----;------;------;0.35404500794260285;;-0.7787869512688164;0;1.0;386;3.0583683256360434e-05;0.5416241199136925;0.9027068665228207
娇其实可以赢的就是败在了阿sa只要是对方无畏输赢了[鲜花];回复@冰冰妹子:就是传说中的你走我跟你一起走[偷笑];0.3030547172247311
娇其实可以赢的就是败在了阿sa只要是对方无畏输赢了[鲜花];但是sa机灵输娇也是罪魁祸首[喵喵]她移位置移的比谁都快哈哈哈所以她俩是相互自燃了🔥;0.9992576926337757
-----;------;------;0.3481014877045223;0.9992576926337757;;0;1.0;5;3.961617002119227e-07;0.539240674314149;0.8987344571902482
一个组合能维持20多年真得靠真姐妹情;作秀做不了那么久[苦涩];0.4817324976313089
-----;------;------;0.0;0.4817324976313089;;0;1.0;1449;0.00011480766072141522;0.4000229615321443;0.666704935886907
这集糖分报表[打call][打call][打call];我觉得每一期都好多高能哦！今天看了78两期也给我甜死了[苦涩];0.982723328649755
-----;------;------;0.0;0.982723328649755;;0;1.0;168;1.3311033127120604e-05;0.40000266220662545;0.666671103677709
但是为什么是悲伤的bgm🥺;明明用的是《唯一》;-0.5809985604054502
-----;------;------;0.0;;-0.5809985604054502;0;1.0;6;4.753940402543073e-07;0.40000009507880807;0.6666668251313467
这到底是啥综艺？怎么全是浪姐的人;回复@冰冰妹子:一个晚上也没找到能看的，急死我了[允悲];-0.023883664502289736
这到底是啥综艺？怎么全是浪姐的人;回复@青的筱雨:好像是因为刚好发布了一个综艺不能三个港澳台常驻然后卡在了国庆那个点就停播了。具体是不是我也不清楚也有人说母带弄坏了;-0.9670015546243329
这到底是啥综艺？怎么全是浪姐的人;回复@冰冰妹子:云南国际是app？啥原因不给播啊，该不会她俩太明显了吧[笑而不语];-0.9596253443983078
这到底是啥综艺？怎么全是浪姐的人;回复@青的筱雨:当然播了一期就因为一些原因停播了。所以后期没播了现在改了名字在另一个台播出“云南国际”一个很小众的台画质也不太好也只有我们粉丝捞出来自己看了;0.979149605063159
这到底是啥综艺？怎么全是浪姐的人;回复@冰冰妹子:为啥芒果tv里只有一期？2022年的;-0.9545040726315355
这到底是啥综艺？怎么全是浪姐的人;回复@青的筱雨:对;0.33537234312385644
这到底是啥综艺？怎么全是浪姐的人;回复@冰冰妹子:就和乐队的海边一样也是浪姐延伸出来的嘛;0.3267815152971527
这到底是啥综艺？怎么全是浪姐的人;浪姐的衍生节目一开始叫星星的约定在湖南卫视播，后来出了一些状况停播了，现在在云南国际台播改名为《与彩云相遇》;0.1544544298713575
-----;------;------;0.6906216252814417;0.979149605063159;-0.9670015546243329;1.9461511596874919;0.02692442015625407;84;6.655516563560302e-06;0.28701974927839097;0.4783662487973182
娇仔的惩罚是什么[思考]，后面举杯的时候sa脸怎么这么红，还是我看错了。[钢铁侠][钢铁侠];不知道是不是把娇惩罚那里剪了还是因为sa反应太快小蕾刚说完娇输了sa马上就去套路王心凌然后王心凌也输了就实行她的惩罚唱一首歌就忘了娇的惩罚;0.9999921345205935
-----;------;------;0.0;0.9999921345205935;;0;1.0;1;7.923234004238454e-08;0.40000001584646805;0.6666666930774466
阿sa用姐妹情道德绑架五斤盐那块儿真的把我笑疯了！！！;同归于尽[喵喵];0.47874429418809705
-----;------;------;0.0;0.47874429418809705;;0;1.0;1;7.923234004238454e-08;0.40000001584646805;0.6666666930774466
會一直是對方最重要的人[团圆兔][哇][心];会一直是～;0.16149215895878388
-----;------;------;0.0;0.16149215895878388;;0;1.0;7;5.546263802966919e-07;0.4000001109252761;0.6666668515421267
进门就问今天情况，不愧是老夫老妻;这不就是老夫老妻分享日常回家后问问对方都干了什么;0.5525517345656101
-----;------;------;0.0;0.5525517345656101;;0;1.0;315;2.4958187113351134e-05;0.4000049916374227;0.6666749860623711
谁还说我们是小趴菜[允悲][允悲];哈哈哈哈哈看他俩睡不着了[允悲][允悲][允悲][允悲];0.9999990725927292
谁还说我们是小趴菜[允悲][允悲];为啥那么晚了还没睡;-0.9877912458741498
-----;------;------;0.9938951592334395;0.9999990725927292;-0.9877912458741498;1.987790318466879;0.006104840766560482;154;1.220178036652722e-05;0.40000244035607335;0.6666707339267888
我用sa娇形容爱情;贴切;0.5625
-----;------;------;0.0;0.5625;;0;1.0;497;3.937847300106512e-05;0.4000078756946002;0.6666797928243337
谁家大美女啊[泪];你的[太陽];0.1720280994851513
-----;------;------;0.0;0.1720280994851513;;0;1.0;10;7.923234004238454e-07;0.4000001584646801;0.6666669307744668
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];回复@安达英司:😂😂很多开服玩家都这么觉得刚刚聊的好几个姐妹都说简直像是大小乔事件重演了。之前我还不相信策划唐青换人了看来这些传言也并非是无风起浪的;0.9277878051174775
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];回复@借问清风何处来:我今天写完这个贴子的时候，在群里说了句，我感觉现在的忘川官方不再是以前那个了[笑cry];0.47074901741918374
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];回复@安达英司:我今天还跟朋友在说这个态度。地卡保底机制对玩家来说确实是一个利好，这个本可以有商有量的方案却以最傲慢的姿态和最糟糕的方式展现在所有玩家面前。不过他们如果是想通过这一手逼走老玩家的话到是效果拔群http://t.cn/A6CCDf6D;-0.5538961483081863
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];回复@借问清风何处来:玩家的反应是合乎逻辑的。官方现在最大的问题已经变成了，对于这么一个影响所有玩家的重大变动，到目前为止没有任何沟通的意愿。其实我相信忘川不会逼氪到离谱的地步，但是第一短时间内玩家的游戏体验一定是直线下降的，存的资源没法按自己意愿使用了。二是如果他们未来有什么计划，也是说开了更加好;-0.9614712073482965
我昨天和人私聊的时候，也揣摩过，紫偶改永久那次，策划可能真的是视之为一种让步的，把不可囤变可囤了。后面给出一种根本没意义的转换选择权，潜台词我认为是规避：哪哪不满意那你自己选，你自己选的日后怎么样你转对了转亏了可和他没关系。他在把他摘出去。到了最终版，那就是直接打玩家耳光了[拜拜];因为他是在“紫偶”绝不可能取消的前提下，觉得这是一种让步。而玩家在一切方案都未知的时候，当然是无法接受这么一个消耗通宝的抽卡方式永久存在的。;-0.8266614034251574
-----;------;------;0.7508603523217936;0.9277878051174775;-0.9614712073482965;1.889259012465774;0.055370493767113005;7;5.546263802966919e-07;0.32249244936083876;0.5374874156013979
[哇][哇][哇][心][心][心];[awsl][awsl]太棒了;0.7815695083340919
-----;------;------;0.0;0.7815695083340919;;0;1.0;33;2.61466722139869e-06;0.4000005229334443;0.6666675382224071
这就是效益的白兔吗;对[笑而不语];0.012725194955172103
-----;------;------;0.0;0.012725194955172103;;0;1.0;546;4.3260857663141966e-05;0.40000865217153264;0.6666810869525543
