发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;发布者是否大v;发布者性别;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;评论者认证;评论者性别;主题相似度;标记
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;92;wei盼盼tuan;其他;南京奥体[泪][泪];2023-02-05 23:15:18;0;-1;m;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;0;ShannonJiang89757;湖南;宇宙的有趣，JJ的20[心][抱一抱]都要一起去[打call][打call][打call];2023-02-05 22:41:02;2;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;0;Alice沉声;其他;成都！[赢牛奶];2023-02-05 22:06:01;0;-1;m;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;125;啵啵的她;安徽;南京[悲伤];2023-02-05 22:02:40;0;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;37;绝世少女林品如-;云南;昆明昆明昆明昆明昆明;2023-02-05 21:20:51;0;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;111;能不能别犯困了;广东;来广州[奥特曼];2023-02-05 19:20:32;0;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;4;草莓猪猪吖a;其他;南京南京南京;2023-02-05 19:04:58;0;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;5;这一年祝愿你;北京;马上开学了下学期要准备中考了[泪]等我中考完一定去看你们[泪][泪]快来北京上海南京苏州无锡[太开心];2023-02-05 18:50:08;0;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;5;白鸟女士;江苏;无锡无锡无锡 南京南京南京！！！！！（土拨鼠尖叫;2023-02-05 18:24:17;1;-1;m;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;161;JJ20_StayWithYou_;其他;来北京[打call];2023-02-05 18:19:13;1;0;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;65;我的心上人不爱我;江西;[doge];2023-02-05 18:11:16;0;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;76;我不想你想吧;广东;广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州广州;2023-02-05 18:09:32;0;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;35;潘云安的指甲盖;其他;天津天津天津[苦澀];2023-02-05 18:01:18;1;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;21;温可乐煮青蛙;其他;第一个耶✌;2023-02-05 18:00:41;0;-1;m;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;832;如果我们不曾相遇_7;江西;[开学季][开学季][开学季];2023-02-15 12:38:27;0;0;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;40;qwertyjan;其他;能请到华语乐坛的神来帮你宣传是你的福气啊;2023-02-06 11:43:16;2;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;15;Wayne-JJLin;河南;呜呜呜 老林[哇][哇];2023-02-07 21:11:52;1;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;125;爱佳佳的好妈妈;山东;林俊杰;2023-02-05 19:24:10;1;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;710;jyoyou;黑龙江;JJ[可爱];2023-02-05 19:15:10;2;-1;f;0.0;0
告五人樂團;中国台湾;494000;39;74;877;謝謝哥林俊杰宇宙的有趣，的，都要起去告五人第一次新世界巡迴演唱會宇宙的有趣主辦單位：相信音樂相遇音樂節目製作：必應創造專案行銷：芬達整合行銷主要贊助：飛比價格、美國軍規防摔殼、大誠保險經紀人、亞洲萬里通、五福旅遊售票系統：拓元售票系統六拓元售票正式開賣告五人小巨蛋演唱会告五人演唱会告五人巡演告五人樂團的微博视频;@林俊杰#告五人小巨蛋演唱会##告五人演唱会##告五人巡演#告五人樂團的微博视频;1;f;7;转着圈开心的肉嘟嘟;新疆;辽宁！;2023-03-06 16:35:15;0;-1;f;0.0;0
